user_id,account_age_days,transaction_amount,transaction_hour,payment_method,is_international,device_type,transactions_last_1h,transactions_last_24h,previous_fraud_flag,is_fraud
4753,972,465.09,10,paypal,0,mobile,0,5,0,0
3047,258,11.14,22,card,0,mobile,1,5,0,0
4547,639,306.48,13,card,0,mobile,4,6,0,0
3747,997,78.53,23,card,1,desktop,1,2,0,1
1975,903,117.3,1,mpesa,0,desktop,1,7,0,0
2806,282,212.76,13,card,0,desktop,0,6,0,0
1189,986,53.64,18,paypal,0,mobile,0,6,0,0
4005,88,67.54,9,mpesa,0,mobile,1,4,1,0
3734,204,63.22,4,mpesa,0,desktop,4,3,0,0
4005,16,56.35,22,paypal,1,mobile,2,6,0,0
1562,151,311.68,3,mpesa,0,desktop,3,5,0,0
2899,936,211.88,6,card,0,mobile,0,6,0,0
4638,254,13.85,23,card,1,desktop,2,6,0,0
2267,188,13.73,12,card,0,desktop,2,2,0,0
3879,329,67.01,9,card,0,desktop,3,10,0,0
2528,544,12.46,9,mpesa,1,mobile,1,4,0,0
4202,783,115.82,3,paypal,1,mobile,5,9,0,0
4556,997,18.61,15,mpesa,0,desktop,1,11,0,0
4890,397,88.67,14,paypal,0,mobile,1,8,0,0
1646,517,0.87,20,paypal,0,mobile,1,4,0,0
3068,459,45.68,10,card,0,desktop,0,7,0,0
3888,330,135.68,18,mpesa,0,mobile,1,6,0,0
3214,820,79.41,20,card,0,mobile,0,4,0,0
2297,845,459.48,23,mpesa,0,mobile,4,13,0,0
3435,169,248.68,2,mpesa,0,mobile,2,6,0,0
1600,693,53.38,14,card,0,desktop,1,2,0,0
3363,366,5.59,15,mpesa,0,mobile,1,7,0,0
3061,178,224.21,13,card,0,mobile,1,6,0,0
1241,655,290.61,4,paypal,0,mobile,1,3,0,0
3041,362,206.19,16,card,0,desktop,2,2,0,0
3824,760,16.43,17,mpesa,0,desktop,5,3,0,0
4417,639,740.77,18,mpesa,1,desktop,0,0,1,0
3612,775,35.9,0,paypal,1,mobile,1,13,0,0
3945,40,154.57,8,paypal,0,desktop,2,7,0,0
2363,924,286.36,20,paypal,0,mobile,3,4,0,0
3139,416,32.25,13,card,0,desktop,1,8,0,0
2390,355,286.65,19,card,0,desktop,1,2,0,0
4003,255,44.44,20,mpesa,0,mobile,2,8,0,0
2478,143,449.65,19,paypal,0,desktop,3,3,0,0
4499,752,39.63,20,paypal,0,desktop,1,3,0,0
3556,740,368.03,22,card,0,desktop,1,7,0,0
1775,853,6.6,10,mpesa,0,desktop,2,4,0,0
1034,710,148.24,23,paypal,0,desktop,0,3,0,0
3253,577,91.14,1,card,1,mobile,1,8,0,0
4152,900,77.98,19,card,0,mobile,0,4,0,0
2955,11,30.35,23,paypal,0,desktop,0,6,0,0
2585,620,146.74,22,paypal,0,mobile,1,5,0,0
4943,26,25.41,4,mpesa,1,mobile,2,7,0,0
4459,957,96.58,21,paypal,0,desktop,2,7,0,0
4073,421,35.04,23,card,1,desktop,1,5,0,0
2021,663,373.8,14,paypal,1,mobile,3,8,0,0
4461,221,3.49,11,paypal,0,desktop,0,5,0,0
3613,853,26.74,13,mpesa,0,mobile,0,8,0,0
2129,496,33.3,10,card,0,mobile,1,12,0,0
4843,237,64.15,20,paypal,0,desktop,1,4,0,0
4893,237,31.79,8,card,0,desktop,2,6,0,0
2500,219,81.12,19,mpesa,0,mobile,2,5,1,0
1702,487,247.12,7,card,0,mobile,0,4,0,0
3449,936,149.4,11,paypal,0,desktop,3,6,0,0
3777,461,104.09,2,paypal,0,desktop,0,8,0,0
2579,663,11.19,20,mpesa,0,desktop,1,12,0,0
1161,635,142.1,14,mpesa,0,desktop,2,6,0,0
1201,144,21.84,7,mpesa,0,desktop,1,3,0,0
2981,990,185.22,6,card,0,desktop,1,7,0,0
1995,189,34.53,16,card,0,mobile,0,7,0,0
3317,255,64.76,11,card,1,mobile,0,2,0,0
4934,68,51.78,19,card,0,desktop,3,5,0,0
1815,616,234.92,17,mpesa,0,mobile,0,1,0,0
4342,336,16.24,17,card,0,mobile,2,4,1,0
1455,671,100.07,14,card,0,mobile,1,9,0,0
4533,821,18.39,22,card,0,mobile,0,10,0,0
4798,874,146.41,2,card,0,mobile,1,6,0,0
2275,409,282.56,18,mpesa,0,mobile,1,7,0,0
2016,300,68.43,14,mpesa,1,mobile,0,5,0,0
4773,908,80.35,15,paypal,0,mobile,2,6,0,0
3343,602,314.77,21,paypal,0,desktop,2,4,0,0
4796,357,88.32,21,card,0,desktop,3,5,1,0
3767,256,80.24,16,card,0,desktop,1,7,0,0
4820,353,103.62,0,mpesa,0,desktop,1,6,0,0
1337,732,140.24,10,paypal,1,mobile,3,5,0,0
1878,521,13.56,5,card,0,desktop,1,7,0,0
2076,524,206.52,22,paypal,1,desktop,1,10,0,0
1791,837,68.62,8,paypal,0,mobile,1,5,0,0
4993,950,9.01,19,paypal,0,desktop,1,7,0,0
3264,756,185.12,15,mpesa,1,desktop,0,7,0,0
1763,694,56.78,5,card,0,mobile,1,4,0,0
3235,284,12.69,11,card,0,desktop,1,2,0,0
1379,312,120.54,18,mpesa,0,desktop,2,6,0,0
1492,99,254.56,12,mpesa,0,mobile,2,4,0,0
4112,197,262.45,12,mpesa,0,mobile,4,6,0,0
2180,482,379.45,3,paypal,0,desktop,1,4,0,0
3062,878,242.73,8,paypal,0,desktop,2,6,0,0
4884,226,0.26,13,card,0,desktop,1,9,0,0
1064,845,57.41,13,card,1,mobile,1,6,0,0
4928,615,204.81,16,paypal,0,desktop,1,5,0,0
4910,618,54.73,4,paypal,0,desktop,2,5,0,0
3568,365,110.42,22,mpesa,1,desktop,2,8,1,0
2367,368,111.87,18,paypal,0,desktop,0,6,0,0
2152,570,54.5,1,card,0,mobile,2,6,0,0
3027,590,281.8,12,card,0,mobile,1,7,0,0
3695,75,83.95,10,mpesa,0,desktop,3,7,0,0
2495,42,75.01,1,mpesa,0,desktop,1,6,0,0
4134,422,719.64,0,card,0,mobile,1,9,0,0
2162,836,81.63,20,paypal,0,mobile,2,8,0,0
2522,181,23.58,2,paypal,0,mobile,0,8,0,0
3640,545,86.36,11,card,0,mobile,4,5,0,0
1391,71,201.85,6,paypal,0,desktop,1,3,0,0
2698,568,179.99,0,paypal,0,mobile,0,3,0,0
1418,105,186.47,8,card,0,mobile,0,9,0,0
3336,200,147.73,17,card,0,desktop,0,5,0,0
1378,101,35.2,23,mpesa,0,desktop,4,4,0,0
2796,768,237.73,19,card,0,desktop,0,5,0,0
4561,307,268.69,5,mpesa,0,desktop,3,2,0,0
3278,586,25.9,8,mpesa,0,desktop,2,9,0,0
4065,683,16.77,22,paypal,0,desktop,1,5,0,0
3088,377,445.61,7,card,0,desktop,3,7,0,0
4099,655,243.29,22,paypal,0,mobile,1,6,0,0
3182,678,268.46,17,card,0,mobile,0,8,0,0
1200,399,260.98,14,card,0,desktop,0,8,0,0
2863,773,93.62,0,paypal,0,mobile,5,3,0,0
1779,221,124.75,13,mpesa,1,mobile,2,5,0,0
3977,595,94.59,17,card,0,desktop,0,3,0,0
4104,182,6.31,18,mpesa,0,mobile,3,5,0,0
4119,307,164.22,18,paypal,0,mobile,3,4,0,0
1502,522,84.46,9,paypal,0,mobile,2,4,0,0
3454,396,125.2,19,card,0,mobile,0,5,0,0
4645,4,83.81,20,paypal,1,desktop,1,7,0,0
2751,863,81.23,5,card,0,mobile,2,5,0,0
1804,914,22.62,16,card,0,mobile,2,6,0,0
3146,848,39.21,13,card,0,desktop,2,5,0,0
3731,804,20.76,12,card,0,mobile,0,6,0,0
2895,281,26.13,7,card,0,desktop,2,11,0,0
3773,215,433.33,21,paypal,0,mobile,1,7,1,0
2570,972,19.94,9,card,0,mobile,3,8,0,0
1960,610,37.65,8,mpesa,0,desktop,2,4,0,0
4810,420,107.16,4,card,0,desktop,3,7,0,0
3660,101,113.05,22,card,0,desktop,3,6,0,0
2485,963,20.06,3,card,0,mobile,0,10,0,0
3690,521,189.42,5,paypal,0,desktop,1,7,1,0
4840,573,184.57,5,mpesa,0,desktop,1,6,0,0
2028,309,32.51,12,mpesa,0,mobile,0,4,0,0
4289,658,40.87,3,mpesa,0,desktop,0,6,0,0
1502,939,333.65,21,paypal,0,mobile,2,9,0,0
3814,931,209.62,7,paypal,0,mobile,2,5,0,0
1397,510,143.6,4,card,0,desktop,1,9,0,0
1870,63,10.3,1,paypal,0,desktop,3,10,0,0
3842,633,65.01,8,mpesa,0,mobile,1,2,0,0
1392,226,98.33,10,mpesa,0,desktop,1,6,0,0
1206,105,24.9,19,paypal,0,mobile,3,4,0,0
2038,974,71.35,19,paypal,0,desktop,1,6,0,0
2881,772,110.26,10,mpesa,0,desktop,0,8,0,0
4625,861,47.59,6,mpesa,0,mobile,4,4,0,0
3939,425,182.21,13,mpesa,0,mobile,1,6,0,0
2484,255,220.25,5,mpesa,1,desktop,4,4,0,1
4762,429,46.92,3,mpesa,0,mobile,5,4,0,0
4646,434,218.91,5,paypal,0,desktop,1,9,0,0
1863,207,13.12,2,paypal,0,desktop,2,5,0,0
3790,28,218.22,22,card,0,mobile,1,3,0,0
4312,682,19.89,5,card,0,mobile,0,9,0,0
1563,336,10.39,2,card,0,mobile,0,8,0,0
2020,588,123.19,0,paypal,0,desktop,1,4,1,0
1095,628,76.62,20,card,0,desktop,0,5,0,0
2923,69,286.17,17,card,0,mobile,1,5,0,0
2757,866,54.15,22,paypal,0,mobile,1,4,0,0
3532,746,40.62,22,mpesa,0,desktop,2,2,1,0
4478,513,83.35,3,paypal,0,desktop,2,9,0,0
3278,167,73.04,5,paypal,0,mobile,1,5,0,0
3796,864,50.67,16,mpesa,0,mobile,5,2,0,0
2678,730,142.0,17,card,0,desktop,3,13,1,0
4242,785,171.04,5,paypal,0,desktop,2,6,0,0
1540,368,230.07,1,paypal,0,mobile,4,9,0,1
2059,251,432.79,11,mpesa,0,desktop,0,7,0,0
3572,859,37.22,11,paypal,0,desktop,2,3,0,0
2183,856,151.09,3,card,0,desktop,3,7,0,0
4910,931,60.16,15,mpesa,0,mobile,1,7,0,0
2722,686,135.64,19,paypal,0,desktop,1,4,0,0
4314,170,77.55,9,card,0,mobile,2,9,0,0
4157,758,609.47,9,card,0,desktop,2,3,0,0
2819,935,156.63,6,paypal,0,desktop,1,5,1,1
3625,90,365.62,13,card,1,mobile,1,3,0,0
3729,561,216.2,6,mpesa,0,mobile,0,10,0,0
3604,446,279.84,11,card,0,desktop,2,3,0,0
2597,294,202.11,10,mpesa,0,mobile,1,9,0,0
4060,919,73.76,16,mpesa,1,mobile,1,5,1,0
3693,150,34.81,10,mpesa,0,mobile,1,8,0,0
1795,132,55.51,20,paypal,0,desktop,1,5,0,0
2051,433,2.45,2,card,0,mobile,2,7,0,0
2643,59,89.08,18,paypal,0,desktop,0,6,0,0
4627,969,84.4,21,paypal,0,mobile,2,10,0,0
2363,836,89.4,3,mpesa,1,mobile,0,4,0,0
4869,199,438.1,7,paypal,0,desktop,3,6,0,0
2981,215,290.91,13,card,1,desktop,1,6,0,0
2354,898,21.17,19,paypal,0,mobile,0,4,0,0
2663,561,55.23,23,paypal,1,desktop,0,8,0,0
2529,472,66.19,13,mpesa,0,desktop,1,6,0,0
3038,744,53.65,15,mpesa,0,mobile,3,3,0,0
4419,247,192.23,14,paypal,0,mobile,3,3,0,0
2496,382,89.09,11,mpesa,0,desktop,1,5,0,0
4302,991,101.86,15,paypal,0,mobile,1,3,0,0
3237,239,230.09,19,card,0,desktop,3,5,0,0
4296,927,196.74,18,card,0,desktop,3,7,0,0
2408,367,17.02,4,mpesa,0,desktop,2,9,0,0
2400,168,150.18,11,card,0,mobile,0,7,0,0
2306,560,68.6,4,card,0,desktop,2,7,0,0
3680,51,41.89,9,paypal,0,mobile,1,4,0,0
3675,811,6.16,16,mpesa,0,desktop,1,6,0,0
1972,610,80.16,14,card,0,desktop,2,6,0,0
2768,951,52.7,7,mpesa,0,desktop,2,5,0,0
2282,728,34.76,7,mpesa,0,mobile,1,6,0,0
4430,689,142.36,7,mpesa,0,mobile,1,3,0,0
1709,380,176.09,9,card,0,desktop,1,11,0,0
2479,474,33.69,19,mpesa,0,desktop,3,5,0,0
2434,80,6.09,12,mpesa,0,mobile,2,4,0,0
1648,697,226.66,15,paypal,0,desktop,0,9,0,0
1317,367,1.2,8,paypal,0,mobile,0,4,0,0
4748,461,331.97,15,paypal,0,desktop,3,5,0,0
4296,911,118.54,9,paypal,1,desktop,3,7,0,0
4890,539,46.61,2,mpesa,0,mobile,1,6,0,0
2257,452,33.96,22,paypal,0,mobile,2,10,0,0
1683,464,1.09,21,paypal,0,mobile,0,3,0,0
1663,960,32.22,13,card,0,desktop,2,7,0,0
2998,478,17.78,12,paypal,0,desktop,0,5,0,0
4898,926,113.66,3,paypal,0,mobile,0,3,0,0
4445,420,21.86,3,card,0,desktop,1,2,0,0
4743,707,90.25,5,mpesa,0,desktop,2,5,0,0
2631,214,107.03,23,mpesa,0,desktop,1,3,0,0
2495,369,42.47,18,card,0,mobile,2,5,0,0
4304,854,4.28,10,card,0,mobile,0,6,0,0
4763,114,4.56,7,mpesa,0,desktop,2,5,0,0
2136,754,3.2,13,paypal,0,desktop,0,7,0,0
2853,503,161.25,7,card,0,desktop,1,9,0,0
2520,636,45.93,13,card,0,mobile,2,6,1,1
3489,817,190.93,22,card,0,mobile,2,4,1,0
1563,588,67.82,6,mpesa,0,mobile,2,5,0,0
2291,311,72.4,20,mpesa,0,mobile,0,13,0,0
4581,469,86.31,17,mpesa,0,mobile,2,6,0,0
4878,824,149.81,11,mpesa,0,desktop,0,3,0,0
4457,708,38.34,13,mpesa,0,desktop,4,8,0,0
4458,863,15.56,14,paypal,0,mobile,1,7,0,0
4184,44,97.45,17,paypal,0,mobile,3,8,0,0
2636,415,47.52,11,mpesa,0,mobile,3,5,0,0
4696,698,70.11,9,mpesa,0,mobile,0,8,0,0
3999,855,124.94,11,mpesa,1,desktop,3,5,0,0
4152,246,81.78,7,card,0,desktop,1,7,0,0
1698,949,116.2,5,card,0,desktop,1,5,0,0
3160,84,94.28,23,mpesa,0,desktop,3,10,0,0
1001,207,161.55,18,mpesa,0,mobile,1,6,0,0
1641,151,146.88,0,card,0,mobile,4,7,0,1
3267,668,91.68,12,card,0,mobile,1,3,0,0
2589,528,136.32,21,card,0,desktop,1,3,0,0
1854,165,248.16,15,card,1,desktop,0,4,0,0
2759,917,67.93,17,card,0,desktop,1,7,0,0
4296,975,63.88,11,mpesa,0,desktop,0,9,0,0
3432,145,173.4,4,mpesa,1,desktop,1,6,0,0
4474,37,104.83,20,card,0,mobile,0,5,0,0
2661,333,8.84,12,mpesa,0,desktop,2,7,0,0
2153,403,267.2,7,card,1,desktop,0,8,0,0
2076,414,3.75,5,card,0,desktop,2,6,0,0
2707,45,165.59,2,card,0,mobile,1,10,0,0
3777,402,170.65,19,mpesa,0,desktop,1,5,0,0
2695,206,367.2,3,mpesa,0,desktop,1,3,0,0
2733,62,6.68,11,mpesa,0,mobile,5,3,0,1
2439,420,109.02,12,mpesa,0,mobile,2,5,0,0
3294,868,67.0,1,paypal,0,mobile,1,6,0,0
1835,468,48.17,18,card,0,desktop,3,7,0,0
4510,820,11.36,3,card,0,desktop,4,9,0,1
1202,19,99.24,22,mpesa,1,desktop,3,6,0,0
4255,365,78.25,12,mpesa,0,desktop,1,5,0,0
1122,300,13.25,18,paypal,1,mobile,2,6,0,0
1400,7,113.76,7,card,0,mobile,2,6,0,1
1766,761,160.71,7,card,0,mobile,0,5,0,0
1293,428,174.95,15,mpesa,0,mobile,1,6,0,0
3327,117,282.94,10,mpesa,1,desktop,1,6,0,0
4908,580,63.21,17,paypal,0,mobile,0,4,0,0
3931,507,367.1,3,card,0,desktop,2,6,0,0
4681,546,240.68,23,paypal,0,desktop,2,3,0,0
1197,706,42.2,0,card,0,mobile,2,3,0,0
4029,325,20.82,0,mpesa,1,desktop,2,9,0,1
2930,55,68.59,13,paypal,0,desktop,1,5,0,0
4582,778,61.68,3,mpesa,1,desktop,1,2,0,1
3799,992,102.88,10,card,0,mobile,2,7,0,0
3191,42,105.07,17,card,1,desktop,2,3,1,1
1608,297,166.35,15,paypal,0,desktop,1,5,0,0
4272,973,85.58,16,mpesa,0,desktop,1,6,0,0
2147,231,13.29,23,card,0,mobile,4,11,0,0
1186,453,234.48,1,card,0,desktop,1,6,0,0
4397,890,44.49,3,paypal,0,desktop,2,7,0,0
3511,394,426.09,2,paypal,0,desktop,2,6,0,1
4420,522,15.05,14,mpesa,0,mobile,3,11,1,0
2794,358,381.13,1,paypal,0,mobile,3,5,0,0
1659,987,11.45,23,card,0,mobile,1,9,0,0
3811,444,31.53,18,mpesa,0,desktop,1,6,0,0
4002,128,5.72,8,mpesa,0,desktop,1,12,0,0
2955,691,146.54,9,mpesa,1,desktop,0,2,0,0
3450,405,227.89,20,card,0,desktop,1,5,0,0
2369,392,68.31,18,paypal,0,desktop,3,3,0,0
2986,193,316.6,4,mpesa,0,mobile,2,6,0,0
2534,604,107.08,13,card,0,mobile,0,4,0,0
1146,881,119.31,9,paypal,0,desktop,1,5,0,0
4219,743,224.04,15,mpesa,0,mobile,2,9,1,0
3911,78,42.25,5,paypal,0,mobile,1,7,0,0
2734,85,52.48,7,paypal,0,desktop,1,13,0,0
2843,30,283.67,1,paypal,0,desktop,1,11,0,0
1488,725,277.47,17,card,0,mobile,2,3,0,0
3976,49,450.0,20,mpesa,1,mobile,5,7,0,0
2959,777,278.54,20,mpesa,1,desktop,3,6,0,0
2663,145,16.35,20,mpesa,0,desktop,3,10,0,0
3598,69,208.28,19,card,0,desktop,2,5,0,0
3385,58,63.28,7,paypal,0,mobile,0,3,0,0
3919,697,562.64,4,card,0,mobile,3,5,0,1
1640,574,76.7,16,mpesa,0,desktop,0,7,0,0
2802,479,96.85,15,paypal,0,desktop,3,5,0,0
3520,820,90.55,4,card,0,desktop,3,3,0,0
2969,445,46.59,16,card,0,desktop,1,7,0,0
3198,296,9.36,3,card,1,desktop,1,5,0,0
2438,678,271.2,0,card,1,mobile,3,3,0,0
4369,171,194.75,21,paypal,0,mobile,2,7,0,0
2634,575,18.03,5,card,0,desktop,1,7,0,0
1262,147,179.95,0,paypal,0,desktop,1,4,0,0
2787,484,117.97,23,card,1,desktop,1,5,0,0
3191,306,63.14,3,mpesa,1,mobile,1,8,0,0
3393,673,35.17,1,card,0,desktop,1,5,0,0
1623,653,235.7,12,card,0,mobile,2,5,1,0
2016,846,144.55,13,mpesa,0,mobile,1,4,0,0
4643,609,95.22,16,paypal,0,desktop,0,4,0,0
1880,446,112.86,10,card,0,desktop,1,4,0,0
3049,221,11.46,2,card,0,desktop,2,2,0,0
3944,555,77.08,6,mpesa,1,desktop,1,5,0,0
2327,945,25.84,9,paypal,0,desktop,1,4,0,0
3301,804,28.04,10,mpesa,0,mobile,1,9,0,0
4723,378,129.92,9,card,0,mobile,0,7,0,0
1452,620,290.64,7,paypal,0,desktop,1,5,0,0
4108,266,62.05,4,card,0,desktop,3,7,1,0
2183,95,27.95,22,mpesa,1,desktop,1,7,0,0
4062,262,125.55,1,card,0,desktop,2,8,0,0
3056,825,245.93,14,mpesa,0,desktop,3,4,0,0
4304,897,165.55,15,mpesa,0,mobile,2,3,0,0
4170,71,243.68,3,paypal,0,mobile,0,7,0,0
2682,954,92.29,21,mpesa,0,mobile,1,3,0,0
3863,219,167.26,15,paypal,0,mobile,0,6,0,0
3255,533,18.11,11,paypal,0,desktop,0,0,0,0
2154,92,51.38,13,paypal,0,desktop,0,7,0,0
1403,127,59.23,11,paypal,0,desktop,3,7,0,0
3199,80,85.92,20,paypal,0,mobile,2,5,0,0
3101,824,317.54,15,mpesa,0,mobile,1,7,0,0
4191,238,248.86,15,mpesa,0,desktop,4,4,0,0
2696,983,17.34,21,paypal,0,mobile,2,8,0,0
4991,372,22.76,11,mpesa,0,desktop,1,6,0,0
1627,916,53.11,1,paypal,0,desktop,1,10,0,0
1586,486,41.22,22,mpesa,0,desktop,0,3,0,0
2648,694,114.47,23,paypal,0,desktop,2,5,0,0
2443,25,279.69,13,card,0,mobile,2,6,0,0
2445,156,393.34,10,card,1,desktop,2,5,0,0
1103,517,127.22,8,paypal,0,desktop,4,5,0,0
4923,632,218.54,21,mpesa,0,desktop,0,3,0,0
1253,789,89.38,6,paypal,0,desktop,3,5,0,0
4298,530,28.03,11,mpesa,1,desktop,1,10,0,0
4183,943,89.25,16,paypal,0,mobile,1,5,0,0
3557,710,97.18,8,paypal,1,desktop,2,4,0,0
2496,57,162.79,5,mpesa,0,desktop,1,7,0,0
1098,605,29.8,11,mpesa,0,mobile,2,7,0,0
3200,19,55.12,19,paypal,0,desktop,2,5,0,0
2884,384,54.31,9,card,0,desktop,2,9,0,0
3961,865,384.6,8,card,0,desktop,0,8,0,0
2919,193,70.43,11,card,0,desktop,2,1,0,0
1877,237,168.83,0,card,0,desktop,2,6,0,0
1337,387,166.75,1,card,0,desktop,2,7,0,0
4777,426,37.04,18,mpesa,1,desktop,3,2,0,0
3869,277,101.8,0,card,0,mobile,2,9,0,0
4234,227,269.66,15,mpesa,1,desktop,0,4,0,0
4791,745,77.37,15,card,0,desktop,3,8,0,0
1956,552,348.31,17,mpesa,0,desktop,1,8,0,0
2704,323,28.97,17,card,0,mobile,0,8,0,0
1160,153,9.25,22,card,0,desktop,1,5,0,0
2603,639,266.47,12,mpesa,0,desktop,3,3,0,0
3848,237,225.81,21,mpesa,0,desktop,2,5,0,0
1397,998,588.59,11,paypal,0,mobile,1,7,0,0
2300,55,136.5,8,card,0,desktop,1,9,0,0
1815,980,331.16,4,card,0,mobile,1,8,0,0
4987,436,210.5,8,mpesa,0,mobile,1,1,0,0
2527,684,223.28,12,mpesa,0,desktop,0,6,0,0
2919,109,101.04,15,card,0,desktop,2,5,0,0
2415,866,57.82,9,card,0,mobile,0,7,0,0
2158,981,327.19,15,mpesa,0,desktop,2,8,0,0
2218,184,67.9,13,mpesa,1,mobile,0,3,0,1
1400,951,92.88,1,card,1,desktop,0,10,1,1
1639,368,70.9,18,mpesa,0,mobile,4,8,0,0
4104,983,99.84,10,mpesa,0,mobile,1,9,0,0
3735,198,76.3,18,card,0,desktop,1,8,0,0
1459,371,5.9,10,paypal,0,mobile,1,5,0,0
1954,373,256.5,13,mpesa,0,desktop,2,6,0,0
4954,973,70.52,14,paypal,1,mobile,0,4,0,0
1469,497,106.68,6,mpesa,0,mobile,0,7,0,0
4446,599,17.99,14,paypal,1,desktop,1,7,0,0
2045,201,0.41,23,mpesa,1,mobile,0,9,0,0
3797,849,33.77,22,paypal,1,mobile,2,5,0,0
2693,509,146.33,7,paypal,0,desktop,1,2,0,0
3085,322,12.54,3,mpesa,0,mobile,3,6,0,0
3277,275,287.48,17,paypal,0,mobile,3,4,0,0
4436,211,29.05,13,card,0,mobile,0,5,0,0
1562,504,27.47,20,card,0,mobile,3,7,0,0
3485,903,24.03,17,card,0,mobile,2,6,0,0
2799,118,1.69,3,paypal,0,desktop,1,2,0,0
4354,703,177.31,1,mpesa,0,desktop,0,6,0,0
3074,554,249.57,20,paypal,0,desktop,2,8,0,0
1225,42,114.28,5,mpesa,1,mobile,1,5,0,0
4348,315,25.02,10,paypal,0,desktop,1,2,0,0
1797,788,40.3,0,mpesa,0,mobile,1,5,0,0
4680,329,77.53,14,paypal,0,desktop,2,8,0,0
3331,17,370.4,11,paypal,0,desktop,1,6,0,1
3926,283,34.1,23,card,1,mobile,3,8,0,0
1959,943,157.85,17,paypal,0,desktop,4,6,1,1
2504,258,69.46,4,card,0,mobile,4,4,0,1
1452,575,42.43,10,mpesa,0,mobile,2,5,0,0
4067,574,73.04,23,mpesa,1,mobile,0,9,0,1
4900,612,8.86,20,card,0,mobile,2,5,1,1
1815,19,192.35,18,paypal,0,desktop,2,13,0,1
1658,529,33.45,21,mpesa,0,mobile,2,6,0,0
4587,837,155.1,0,paypal,0,mobile,3,4,0,0
1546,423,8.5,16,paypal,0,mobile,1,8,0,0
2215,466,372.39,7,paypal,1,mobile,4,7,0,0
4120,373,25.73,22,mpesa,0,desktop,4,4,0,0
4583,758,257.21,15,mpesa,0,mobile,1,9,0,0
1016,763,198.96,10,paypal,1,desktop,3,11,0,0
4243,967,412.52,18,card,0,desktop,1,5,0,1
2243,81,77.99,23,card,0,mobile,0,10,0,0
3205,551,155.97,10,card,0,desktop,3,3,0,0
3524,548,55.58,14,paypal,0,mobile,1,6,0,0
2069,424,24.46,7,card,0,mobile,3,4,0,0
4444,429,70.24,13,mpesa,0,mobile,1,7,0,0
3565,388,21.75,0,card,0,desktop,1,8,0,0
3146,998,482.38,9,card,0,mobile,1,2,0,0
4963,921,12.14,6,paypal,1,desktop,0,1,0,0
2768,709,106.76,17,mpesa,0,mobile,1,8,0,0
2060,670,118.17,11,mpesa,1,mobile,1,4,0,0
3327,204,92.68,1,card,0,mobile,2,2,0,0
4420,196,130.23,17,paypal,1,desktop,1,5,0,0
3544,728,14.82,20,paypal,0,mobile,2,4,0,0
1301,285,97.17,6,card,0,desktop,4,7,0,0
1180,969,40.63,19,mpesa,0,mobile,1,4,0,0
1606,196,337.96,11,mpesa,0,desktop,2,8,0,0
4170,307,172.29,19,mpesa,0,mobile,1,3,0,0
